District_name,Learning_Modality,Operational_Schools,Student_Count,City,State,Start_date
Tecumseh Public Schools,In Person,6,2679,TECUMSEH,MI,2022-11-06
Tekonsha Community Schools,In Person,1,228,TEKONSHA,MI,2022-11-06
Thornapple Kellogg School District,In Person,6,3230,MIDDLEVILLE,MI,2022-11-06
Three Rivers Community Schools,In Person,6,2535,THREE RIVERS,MI,2022-11-06
Traverse City Area Public Schools,In Person,16,9486,TRAVERSE CITY,MI,2022-11-06
Trenton Public Schools,In Person,4,2523,TRENTON,MI,2022-11-06
Tri County Area Schools,In Person,4,1837,SAND LAKE,MI,2022-11-06
Troy School District,In Person,21,13140,TROY,MI,2022-11-06
Ubly Community Schools,In Person,2,628,UBLY,MI,2022-11-06
Utica Community Schools,In Person,38,26632,STERLING HEIGHTS,MI,2022-11-06
Van Buren Public Schools,In Person,8,4548,BELLEVILLE,MI,2022-11-06
Vanderbilt Area Schools,In Person,1,81,VANDERBILT,MI,2022-11-06
Vandercook Lake Public Schools,In Person,3,843,JACKSON,MI,2022-11-06
Van Dyke Public Schools,In Person,6,2277,WARREN,MI,2022-11-06
Vestaburg Community Schools,In Person,3,806,VESTABURG,MI,2022-11-06
Vicksburg Community Schools,In Person,6,2643,VICKSBURG,MI,2022-11-06
Wakefield-Marenisco School District,In Person,1,279,WAKEFIELD,MI,2022-11-06
Waldron Area Schools,In Person,1,218,WALDRON,MI,2022-11-06
PILLAGER AREA CHARTER SCHOOL,In Person,1,35,PILLAGER,MN,2022-11-06
DISCOVERY PUBLIC SCHOOL FARIBAULT,In Person,1,68,FARIBAULT,MN,2022-11-06
RIDGEWAY COMMUNITY SCHOOL,In Person,1,103,HOUSTON,MN,2022-11-06
NORTH SHORE COMMUNITY SCHOOL,In Person,1,336,DULUTH,MN,2022-11-06
PRAIRIE CREEK COMMUNITY SCHOOL,In Person,1,179,NORTHFIELD,MN,2022-11-06
WATERSHED HIGH SCHOOL,In Person,1,52,RICHFIELD,MN,2022-11-06
New Century Academy,In Person,1,133,HUTCHINSON,MN,2022-11-06
CROSSLAKE COMMUNITY CHARTER SCHOOL,In Person,2,283,CROSSLAKE,MN,2022-11-06
AURORA CHARTER SCHOOL,In Person,2,417,MINNEAPOLIS,MN,2022-11-06
SCHOOLCRAFT LEARNING COMMUNITY CHTR,In Person,1,198,BEMIDJI,MN,2022-11-06
JACKSON COUNTY CENTRAL SCHOOL DIST.,In Person,4,1181,JACKSON,MN,2022-11-06
PRAIRIE SEEDS ACADEMY,In Person,3,776,BROOKLYN PARK,MN,2022-11-06
TEAM ACADEMY,In Person,1,120,WASECA,MN,2022-11-06
TWIN CITIES ACADEMY,In Person,1,620,SAINT PAUL,MN,2022-11-06
ROCHESTER MATH AND SCIENCE ACADEMY,In Person,1,411,ROCHESTER,MN,2022-11-06
Stride Academy Charter School,In Person,1,461,SAINT CLOUD,MN,2022-11-06
NEW MILLENNIUM ACADEMY CHARTER SCH,In Person,1,778,BROOKLYN CENTER,MN,2022-11-06
GREEN ISLE COMMUNITY SCHOOL,In Person,1,59,GREEN ISLE,MN,2022-11-06
BIRCH GROVE COMMUNITY SCHOOL,In Person,1,25,TOFTE,MN,2022-11-06
Twin Cities German Immersion Chtr,In Person,1,584,SAINT PAUL,MN,2022-11-06
BAGLEY PUBLIC SCHOOL DISTRICT,In Person,3,998,BAGLEY,MN,2022-11-06
BARNESVILLE PUBLIC SCHOOL DIST.,In Person,2,885,BARNESVILLE,MN,2022-11-06
BARNUM PUBLIC SCHOOL DISTRICT,In Person,2,727,BARNUM,MN,2022-11-06
BATTLE LAKE PUBLIC SCHOOL DISTRICT,In Person,2,424,BATTLE LAKE,MN,2022-11-06
BECKER PUBLIC SCHOOL DISTRICT,In Person,5,2958,BECKER,MN,2022-11-06
BELLE PLAINE PUBLIC SCHOOL DISTRICT,In Person,6,1622,BELLE PLAINE,MN,2022-11-06
BEMIDJI PUBLIC SCHOOL DISTRICT,In Person,16,5290,BEMIDJI,MN,2022-11-06
BENSON PUBLIC SCHOOL DISTRICT,In Person,4,848,BENSON,MN,2022-11-06
BERTHA-HEWITT PUBLIC SCHOOL DIST.,In Person,2,507,BERTHA,MN,2022-11-06
BLOOMINGTON PUBLIC SCHOOL DISTRICT,In Person,22,10592,BLOOMINGTON,MN,2022-11-06
BRAHAM PUBLIC SCHOOL DISTRICT,In Person,2,772,BRAHAM,MN,2022-11-06
BRAINERD PUBLIC SCHOOL DISTRICT,In Person,12,6782,BRAINERD,MN,2022-11-06
BRECKENRIDGE PUBLIC SCHOOL DISTRICT,In Person,4,636,BRECKENRIDGE,MN,2022-11-06
BROOKLYN CENTER SCHOOL DISTRICT,In Person,11,2350,BROOKLYN CENTER,MN,2022-11-06
BROWERVILLE PUBLIC SCHOOL DISTRICT,In Person,2,545,BROWERVILLE,MN,2022-11-06
Browns Valley Public School Dist,In Person,2,191,BROWNS VALLEY,MN,2022-11-06
BUFFALO-HANOVER-MONTROSE PUBLIC SCH,In Person,11,5832,BUFFALO,MN,2022-11-06
BURNSVILLE PUBLIC SCHOOL DISTRICT,In Person,18,8603,BURNSVILLE,MN,2022-11-06
BUTTERFIELD PUBLIC SCHOOL DISTRICT,In Person,2,222,BUTTERFIELD,MN,2022-11-06
BYRON PUBLIC SCHOOL DISTRICT,In Person,4,2215,BYRON,MN,2022-11-06
LE SUEUR-HENDERSON SCHOOL DISTRICT,In Person,5,982,LE SUEUR,MN,2022-11-06
Lewiston-Altura Public School Dist,In Person,3,743,LEWISTON,MN,2022-11-06
LITCHFIELD PUBLIC SCHOOL DISTRICT,In Person,5,1574,LITCHFIELD,MN,2022-11-06
LITTLE FALLS PUBLIC SCHOOL DISTRICT,In Person,6,2445,LITTLE FALLS,MN,2022-11-06
LITTLEFORK-BIG FALLS SCHOOL DIST.,In Person,2,322,LITTLEFORK,MN,2022-11-06
LUVERNE PUBLIC SCHOOL DISTRICT,In Person,5,1231,LUVERNE,MN,2022-11-06
LYLE PUBLIC SCHOOL DISTRICT,In Person,2,303,LYLE,MN,2022-11-06
MABEL-CANTON PUBLIC SCHOOL DIST.,In Person,2,291,MABEL,MN,2022-11-06
MAHNOMEN PUBLIC SCHOOL DISTRICT,In Person,3,683,MAHNOMEN,MN,2022-11-06
MAHTOMEDI PUBLIC SCHOOL DISTRICT,In Person,6,3338,MAHTOMEDI,MN,2022-11-06
MANKATO PUBLIC SCHOOL DISTRICT,In Person,23,9021,MANKATO,MN,2022-11-06
GRYGLA PUBLIC SCHOOL DISTRICT,In Person,2,144,GRYGLA,MN,2022-11-06
MARSHALL PUBLIC SCHOOL DISTRICT,In Person,7,2640,MARSHALL,MN,2022-11-06
MARTIN COUNTY WEST SCHOOL DISTRICT,In Person,4,675,SHERBURN,MN,2022-11-06
MCGREGOR PUBLIC SCHOOL DISTRICT,In Person,3,491,MCGREGOR,MN,2022-11-06
MEDFORD PUBLIC SCHOOL DISTRICT,In Person,2,929,MEDFORD,MN,2022-11-06
MELROSE PUBLIC SCHOOL DISTRICT,In Person,3,1316,MELROSE,MN,2022-11-06
MILACA PUBLIC SCHOOL DISTRICT,In Person,4,1790,MILACA,MN,2022-11-06
MILROY PUBLIC SCHOOL DISTRICT,In Person,1,43,MILROY,MN,2022-11-06
Minneapolis Public School District,In Person,96,34612,MINNEAPOLIS,MN,2022-11-06
UPSALA PUBLIC SCHOOL DISTRICT,In Person,2,376,UPSALA,MN,2022-11-06
VERNDALE PUBLIC SCHOOL DISTRICT,In Person,2,569,VERNDALE,MN,2022-11-06
WABASHA-KELLOGG PUBLIC SCHOOL DIST.,In Person,3,535,WABASHA,MN,2022-11-06
WABASSO PUBLIC SCHOOL DISTRICT,In Person,2,422,WABASSO,MN,2022-11-06
WACONIA PUBLIC SCHOOL DISTRICT,In Person,9,4143,WACONIA,MN,2022-11-06
Watertown-Mayer Public School Dist,In Person,5,1572,WATERTOWN,MN,2022-11-06
WAUBUN-OGEMA-WHITE EARTH PUBLIC SCH,In Person,5,720,WAUBUN,MN,2022-11-06
WAYZATA PUBLIC SCHOOL DISTRICT,In Person,19,12207,WAYZATA,MN,2022-11-06
West St. Paul-Mendota Heights-Eagan,In Person,12,5338,MENDOTA HEIGHTS,MN,2022-11-06
WHEATON AREA PUBLIC SCHOOL DISTRICT,In Person,2,372,WHEATON,MN,2022-11-06
WHITE BEAR LAKE SCHOOL DISTRICT,In Person,22,8889,WHITE BEAR LAKE,MN,2022-11-06
WILLMAR PUBLIC SCHOOL DISTRICT,In Person,12,4491,WILLMAR,MN,2022-11-06
WILLOW RIVER PUBLIC SCHOOL DISTRICT,In Person,2,444,WILLOW RIVER,MN,2022-11-06
WINONA AREA PUBLIC SCHOOL DISTRICT,In Person,7,2799,WINONA,MN,2022-11-06
WORTHINGTON PUBLIC SCHOOL DISTRICT,In Person,7,4024,WORTHINGTON,MN,2022-11-06
ZUMBROTA-MAZEPPA SCHOOL DISTRICT,In Person,4,1248,MAZEPPA,MN,2022-11-06
TRI-COUNTY SCHOOL DISTRICT,In Person,2,203,KARLSTAD,MN,2022-11-06
KITTSON CENTRAL SCHOOL DISTRICT,In Person,2,236,HALLOCK,MN,2022-11-06
WIN-E-MAC SCHOOL DISTRICT,In Person,2,478,ERSKINE,MN,2022-11-06
MESABI EAST SCHOOL DISTRICT,In Person,2,972,AURORA,MN,2022-11-06
PICAYUNE SCHOOL DISTRICT,In Person,11,3482,Picayune,MS,2022-11-06
PRENTISS CO SCHOOL DIST,In Person,7,2376,Booneville,MS,2022-11-06
QUITMAN SCHOOL DIST,In Person,6,1744,Quitman,MS,2022-11-06
QUITMAN CO SCHOOL DIST,In Person,4,973,Marks,MS,2022-11-06
RANKIN CO SCHOOL DIST,In Person,28,19160,Brandon,MS,2022-11-06
RICHTON SCHOOL DIST,In Person,2,641,Richton,MS,2022-11-06
SCOTT CO SCHOOL DIST,In Person,9,4012,FOREST,MS,2022-11-06
SENATOBIA MUNICIPAL SCHOOL DIST,In Person,4,1649,Senatobia,MS,2022-11-06
SIMPSON CO SCHOOL DIST,In Person,9,3540,Mendenhall,MS,2022-11-06
SMITH CO SCHOOL DIST,In Person,6,2616,Raleigh,MS,2022-11-06
SOUTH PANOLA SCHOOL DISTRICT,In Person,6,4337,Batesville,MS,2022-11-06
SOUTH PIKE SCHOOL DIST,In Person,7,1726,Magnolia,MS,2022-11-06
SOUTH TIPPAH SCHOOL DIST,In Person,6,2660,Ripley,MS,2022-11-06
STONE CO SCHOOL DIST,In Person,4,2544,Wiggins,MS,2022-11-06
TATE CO SCHOOL DIST,In Person,7,2264,Coldwater,MS,2022-11-06
TISHOMINGO CO SP MUN SCH DIST,In Person,8,2984,Iuka,MS,2022-11-06
TUNICA COUNTY SCHOOL DISTRICT,In Person,7,1883,Tunica,MS,2022-11-06
TUPELO PUBLIC SCHOOL DIST,In Person,14,7002,Tupelo,MS,2022-11-06
UNION PUBLIC SCHOOL DIST,In Person,3,987,UNION,MS,2022-11-06
WALTHALL CO SCHOOL DIST,In Person,6,1812,Tylertown,MS,2022-11-06
JOHNSON CO. R-VII,In Person,2,539,Centerview,MO,2022-11-06
CENTERVILLE R-I,In Person,1,60,CENTERVILLE,MO,2022-11-06
FT. ZUMWALT R-II,In Person,27,17765,O'FALLON,MO,2022-11-06
CHADWICK R-I,In Person,2,244,CHADWICK,MO,2022-11-06
CHARLESTON R-I,In Person,3,880,CHARLESTON,MO,2022-11-06
CHILHOWEE R-IV,In Person,2,176,Chilhowee,MO,2022-11-06
CLARKTON C-4,In Person,2,357,CLARKTON,MO,2022-11-06
CLAYTON,In Person,6,2609,CLAYTON,MO,2022-11-06
CLEARWATER R-I,In Person,3,955,PIEDMONT,MO,2022-11-06
CLEVER R-V,In Person,2,1260,CLEVER,MO,2022-11-06
CLIMAX SPRINGS R-IV,In Person,2,194,CLIMAX SPRINGS,MO,2022-11-06
CLINTON,In Person,6,1733,CLINTON,MO,2022-11-06
COLE CAMP R-I,In Person,4,714,COLE CAMP,MO,2022-11-06
CONCORDIA R-II,In Person,2,427,CONCORDIA,MO,2022-11-06
COOTER R-IV,In Person,2,214,Cooter,MO,2022-11-06
COUCH R-I,In Person,2,185,MYRTLE,MO,2022-11-06
COWGILL R-VI,In Person,1,51,COWGILL,MO,2022-11-06
CRAIG R-III,In Person,2,45,CRAIG,MO,2022-11-06
CROCKER R-II,In Person,2,575,CROCKER,MO,2022-11-06
CRYSTAL CITY 47,In Person,2,530,CRYSTAL CITY,MO,2022-11-06
HOWELL VALLEY R-I,In Person,1,225,WEST PLAINS,MO,2022-11-06
HUDSON R-IX,In Person,1,41,APPLETON CITY,MO,2022-11-06
PETTIS CO. R-V,In Person,2,312,HUGHESVILLE,MO,2022-11-06
HUMANSVILLE R-IV,In Person,3,349,HUMANSVILLE,MO,2022-11-06
HUME R-VIII,In Person,2,151,HUME,MO,2022-11-06
HURLEY R-I,In Person,2,209,HURLEY,MO,2022-11-06
IBERIA R-V,In Person,2,701,IBERIA,MO,2022-11-06
SCOTT CITY R-I,In Person,3,847,SCOTT CITY,MO,2022-11-06
INDEPENDENCE 30,In Person,31,14711,INDEPENDENCE,MO,2022-11-06
IRON CO. C-4,In Person,2,350,VIBURNUM,MO,2022-11-06
JACKSON R-II,In Person,10,5430,JACKSON,MO,2022-11-06
NORTH DAVIESS R-III,In Person,2,62,JAMESON,MO,2022-11-06
JAMESTOWN C-1,In Person,2,198,Jamestown,MO,2022-11-06
JASPER CO. R-V,In Person,2,471,Jasper,MO,2022-11-06
JEFFERSON CITY,In Person,18,8998,JEFFERSON CITY,MO,2022-11-06
JEFFERSON C-123,In Person,2,139,CONCEPTION JCT,MO,2022-11-06
JENNINGS,In Person,7,2509,JENNINGS,MO,2022-11-06
JOPLIN SCHOOLS,In Person,17,7817,JOPLIN,MO,2022-11-06
KANSAS CITY 33,In Person,35,15147,KANSAS CITY,MO,2022-11-06
KEARNEY R-I,In Person,9,3580,KEARNEY,MO,2022-11-06
ADAIR CO. R-I,In Person,2,225,NOVINGER,MO,2022-11-06
OAK GROVE R-VI,In Person,4,2022,OAK GROVE,MO,2022-11-06
OAK RIDGE R-VI,In Person,2,383,OAK RIDGE,MO,2022-11-06
ODESSA R-VII,In Person,4,2030,ODESSA,MO,2022-11-06
ORAN R-III,In Person,2,350,ORAN,MO,2022-11-06
ORCHARD FARM R-V,In Person,5,2132,Saint Charles,MO,2022-11-06
SOUTH HOLT CO. R-I,In Person,2,269,OREGON,MO,2022-11-06
ORRICK R-XI,In Person,2,280,ORRICK,MO,2022-11-06
OSBORN R-O,In Person,2,111,OSBORN,MO,2022-11-06
OSCEOLA,In Person,2,529,Osceola,MO,2022-11-06
GASCONADE CO. R-II,In Person,4,1852,OWENSVILLE,MO,2022-11-06
THORNFIELD R-I,In Person,1,38,THORNFIELD,MO,2022-11-06
LUTIE R-VI,In Person,2,127,THEODOSIA,MO,2022-11-06
OZARK R-VI,In Person,8,5913,OZARK,MO,2022-11-06
MERAMEC VALLEY R-III,In Person,9,3079,PACIFIC,MO,2022-11-06
PALMYRA R-I,In Person,3,1123,PALMYRA,MO,2022-11-06
PARK HILL,In Person,20,12138,KANSAS CITY,MO,2022-11-06
PARKWAY C-2,In Person,28,17864,CHESTERFIELD,MO,2022-11-06
PATTONSBURG R-II,In Person,2,215,PATTONSBURG,MO,2022-11-06
PATTONVILLE R-III,In Person,11,6213,ST ANN,MO,2022-11-06
SWEET SPRINGS R-VII,In Person,2,422,SWEET SPRINGS,MO,2022-11-06
TARKIO R-I,In Person,2,343,TARKIO,MO,2022-11-06
TINA-AVALON R-II,In Person,2,129,TINA,MO,2022-11-06
TIPTON R-VI,In Person,2,628,TIPTON,MO,2022-11-06
TRI-COUNTY R-VII,In Person,2,188,Jamesport,MO,2022-11-06
EAST NEWTON CO. R-VI,In Person,3,1356,GRANBY,MO,2022-11-06
TROY R-III,In Person,11,6565,TROY,MO,2022-11-06
MILLER CO. R-III,In Person,2,208,TUSCUMBIA,MO,2022-11-06
UNION R-XI,In Person,4,3273,UNION,MO,2022-11-06
UNION STAR R-II,In Person,2,144,UNION STAR,MO,2022-11-06
UNIVERSITY CITY,In Person,7,2640,UNIVERSITY CITY,MO,2022-11-06
VALLEY PARK,In Person,3,944,VALLEY PARK,MO,2022-11-06
VAN BUREN R-I,In Person,2,498,VAN BUREN,MO,2022-11-06
VERONA R-VII,In Person,2,377,VERONA,MO,2022-11-06
MARIES CO. R-I,In Person,3,447,VIENNA,MO,2022-11-06
WEST NODAWAY CO. R-I,In Person,2,254,BURLINGTON JCT,MO,2022-11-06
WARRENSBURG R-VI,In Person,8,3473,WARRENSBURG,MO,2022-11-06
WARREN CO. R-III,In Person,6,3110,WARRENTON,MO,2022-11-06
WARSAW R-IX,In Person,4,1281,WARSAW,MO,2022-11-06
WASHINGTON,In Person,11,4053,WASHINGTON,MO,2022-11-06
McCormick Elem,In Person,1,12,Troy,MT,2022-11-06
St Ignatius K-12 Schools,In Person,3,483,St Ignatius,MT,2022-11-06
Charlo H S,In Person,1,86,Charlo,MT,2022-11-06
Chinook Elem,In Person,3,239,Chinook,MT,2022-11-06
Choteau Elem,In Person,2,238,Choteau,MT,2022-11-06
Clancy Elem,In Person,2,340,Clancy,MT,2022-11-06
Clinton Elem,In Person,2,196,Clinton,MT,2022-11-06
Colstrip Elem,In Person,2,417,Colstrip,MT,2022-11-06
Columbia Falls Elem,In Person,3,1491,Columbia Falls,MT,2022-11-06
Columbia Falls H S,In Person,1,658,Columbia Falls,MT,2022-11-06
Columbus H S,In Person,1,213,Columbus,MT,2022-11-06
Corvallis K-12 Schools,In Person,4,1437,Corvallis,MT,2022-11-06
S Y Elem,In Person,1,6,Miles City,MT,2022-11-06
Custer K-12 Schools,In Person,3,85,Custer,MT,2022-11-06
Darby K-12 Schools,In Person,3,329,Darby,MT,2022-11-06
Dawson H S,In Person,1,333,Glendive,MT,2022-11-06
Deer Lodge Elem,In Person,2,400,Deer Lodge,MT,2022-11-06
Deer Park Elem,In Person,2,173,Columbia Falls,MT,2022-11-06
Deerfield Elem,In Person,1,15,Lewistown,MT,2022-11-06
DeSmet Elem,In Person,2,99,Missoula,MT,2022-11-06
Missoula Elem,In Person,12,5637,Missoula,MT,2022-11-06
Monforton Elem,In Person,3,622,Bozeman,MT,2022-11-06
Moore Elem,In Person,2,58,Moore,MT,2022-11-06
North Harlem Colony Elem,In Person,1,13,Harlem,MT,2022-11-06
Opheim K-12 Schools,In Person,3,24,Opheim,MT,2022-11-06
Ovando Elem,In Person,1,10,Ovando,MT,2022-11-06
Park City Elem,In Person,2,210,Park City,MT,2022-11-06
Park City H S,In Person,1,98,Park City,MT,2022-11-06
Pendroy Elem,In Person,1,12,Pendroy,MT,2022-11-06
Plains K-12,In Person,3,475,Plains,MT,2022-11-06
Plevna K-12 Schools,In Person,3,104,Plevna,MT,2022-11-06
Polson Elem,In Person,3,1189,Polson,MT,2022-11-06
Polson H S,In Person,1,481,Polson,MT,2022-11-06
Poplar Elem,In Person,3,690,Poplar,MT,2022-11-06
Powell County H S,In Person,1,187,Deer Lodge,MT,2022-11-06
Pryor Elem,In Person,2,73,Pryor,MT,2022-11-06
Rapelje Elem,In Person,2,35,Rapelje,MT,2022-11-06
Rapelje H S,In Person,1,22,Rapelje,MT,2022-11-06
Rau Elem,In Person,1,59,Sidney,MT,2022-11-06
Reed Point Elem,In Person,2,35,Reed Point,MT,2022-11-06
PALMER PUBLIC SCHOOLS,In Person,2,326,PALMER,NE,2022-11-06
BAYARD PUBLIC SCHOOLS,In Person,2,383,BAYARD,NE,2022-11-06
CRETE PUBLIC SCHOOLS,In Person,6,2130,CRETE,NE,2022-11-06
FRIEND PUBLIC SCHOOLS,In Person,2,239,FRIEND,NE,2022-11-06
MORRILL PUBLIC SCHOOLS,In Person,3,394,MORRILL,NE,2022-11-06
GERING PUBLIC SCHOOLS,In Person,6,2049,GERING,NE,2022-11-06
CENTENNIAL PUBLIC SCHOOLS,In Person,2,451,UTICA,NE,2022-11-06
BRIDGEPORT PUBLIC SCHOOLS,In Person,2,450,BRIDGEPORT,NE,2022-11-06
SOUTHERN VALLEY SCHOOLS,In Person,2,359,OXFORD,NE,2022-11-06
EUSTIS-FARNAM PUBLIC SCHOOLS,In Person,2,165,EUSTIS,NE,2022-11-06
LAKEVIEW COMMUNITY SCHOOLS,In Person,4,896,COLUMBUS,NE,2022-11-06
NORTH BEND CENTRAL PUBLIC SCHS,In Person,3,618,NORTH BEND,NE,2022-11-06
FREEMAN PUBLIC SCHOOLS,In Person,2,435,ADAMS,NE,2022-11-06
HEARTLAND COMMUNITY SCHOOLS,In Person,2,353,HENDERSON,NE,2022-11-06
FILLMORE CENTRAL PUBLIC SCHS,In Person,3,589,GENEVA,NE,2022-11-06
DONIPHAN-TRUMBULL PUBLIC SCHS,In Person,2,460,DONIPHAN,NE,2022-11-06
SOUTH CENTRAL NEBRASKA UNIFIED 5,In Person,8,684,FAIRFIELD,NE,2022-11-06
HIGH PLAINS COMMUNITY SCHOOLS,In Person,2,266,POLK,NE,2022-11-06
BRUNING-DAVENPORT UNIFIED SYS,In Person,4,193,DAVENPORT,NE,2022-11-06
DILLER-ODELL PUBLIC SCHOOLS,In Person,2,237,ODELL,NE,2022-11-06
PALMER PUBLIC SCHOOLS,In Person,2,326,PALMER,NE,2022-11-06
BAYARD PUBLIC SCHOOLS,In Person,2,383,BAYARD,NE,2022-11-06
CRETE PUBLIC SCHOOLS,In Person,6,2130,CRETE,NE,2022-11-06
FRIEND PUBLIC SCHOOLS,In Person,2,239,FRIEND,NE,2022-11-06
MORRILL PUBLIC SCHOOLS,In Person,3,394,MORRILL,NE,2022-11-06
GERING PUBLIC SCHOOLS,In Person,6,2049,GERING,NE,2022-11-06
CENTENNIAL PUBLIC SCHOOLS,In Person,2,451,UTICA,NE,2022-11-06
BRIDGEPORT PUBLIC SCHOOLS,In Person,2,450,BRIDGEPORT,NE,2022-11-06
SOUTHERN VALLEY SCHOOLS,In Person,2,359,OXFORD,NE,2022-11-06
EUSTIS-FARNAM PUBLIC SCHOOLS,In Person,2,165,EUSTIS,NE,2022-11-06
LAKEVIEW COMMUNITY SCHOOLS,In Person,4,896,COLUMBUS,NE,2022-11-06
NORTH BEND CENTRAL PUBLIC SCHS,In Person,3,618,NORTH BEND,NE,2022-11-06
FREEMAN PUBLIC SCHOOLS,In Person,2,435,ADAMS,NE,2022-11-06
HEARTLAND COMMUNITY SCHOOLS,In Person,2,353,HENDERSON,NE,2022-11-06
FILLMORE CENTRAL PUBLIC SCHS,In Person,3,589,GENEVA,NE,2022-11-06
DONIPHAN-TRUMBULL PUBLIC SCHS,In Person,2,460,DONIPHAN,NE,2022-11-06
SOUTH CENTRAL NEBRASKA UNIFIED 5,In Person,8,684,FAIRFIELD,NE,2022-11-06
HIGH PLAINS COMMUNITY SCHOOLS,In Person,2,266,POLK,NE,2022-11-06
BRUNING-DAVENPORT UNIFIED SYS,In Person,4,193,DAVENPORT,NE,2022-11-06
DILLER-ODELL PUBLIC SCHOOLS,In Person,2,237,ODELL,NE,2022-11-06
MAYWOOD PUBLIC SCHOOLS,In Person,2,158,MAYWOOD,NE,2022-11-06
MC COOK PUBLIC SCHOOLS,In Person,5,1426,MC COOK,NE,2022-11-06
MC COOL JUNCTION PUBLIC SCHS,In Person,2,252,MCCOOL JUNCTION,NE,2022-11-06
MC PHERSON COUNTY SCHOOLS,In Person,2,66,TRYON,NE,2022-11-06
MEAD PUBLIC SCHOOLS,In Person,2,267,MEAD,NE,2022-11-06
MEDICINE VALLEY PUBLIC SCHOOLS,In Person,2,236,CURTIS,NE,2022-11-06
MERIDIAN PUBLIC SCHOOLS,In Person,2,229,DAYKIN,NE,2022-11-06
MILFORD PUBLIC SCHOOLS,In Person,2,788,MILFORD,NE,2022-11-06
MILLARD PUBLIC SCHOOLS,In Person,36,24038,OMAHA,NE,2022-11-06
MINATARE PUBLIC SCHOOLS,In Person,3,186,MINATARE,NE,2022-11-06
MINDEN PUBLIC SCHOOLS,In Person,4,819,MINDEN,NE,2022-11-06
MITCHELL PUBLIC SCHOOLS,In Person,2,711,MITCHELL,NE,2022-11-06
NEBRASKA CITY PUBLIC SCHOOLS,In Person,4,1442,NEBRASKA CITY,NE,2022-11-06
CONESTOGA PUBLIC SCHOOLS,In Person,2,677,MURRAY,NE,2022-11-06
NELIGH-OAKDALE SCHOOLS,In Person,3,390,NELIGH,NE,2022-11-06
NEWMAN GROVE PUBLIC SCHOOLS,In Person,2,185,NEWMAN GROVE,NE,2022-11-06
NIOBRARA PUBLIC SCHOOLS,In Person,2,226,NIOBRARA,NE,2022-11-06
NORFOLK PUBLIC SCHOOLS,In Person,12,4573,NORFOLK,NE,2022-11-06
NORTHWEST PUBLIC SCHOOLS,In Person,5,1574,GRAND ISLAND,NE,2022-11-06
OAKLAND CRAIG PUBLIC SCHOOLS,In Person,2,451,OAKLAND,NE,2022-11-06
Dresden School District,In Person,2,1102,Hanover,NH,2022-11-06
Fall Mountain Regional School District,In Person,12,1520,Langdon NH 03602,NH,2022-11-06
Franklin School District,In Person,3,947,Franklin,NH,2022-11-06
Goffstown School District,In Person,5,2864,Goffstown,NH,2022-11-06
The Birches Academy for Academics & Art:A Public Charter Sch,In Person,1,224,Salem,NH,2022-11-06
Making Community Connections Charter School,In Person,3,137,Manchester,NH,2022-11-06
Polaris Charter School,In Person,1,109,Manchester,NH,2022-11-06
Granite State Arts Academy Charter School,In Person,1,113,Salem,NH,2022-11-06
Mountain Village Charter School,In Person,1,103,Plymouth,NH,2022-11-06
MicroSociety Academy Charter School of Southern NH,In Person,1,230,Nashua,NH,2022-11-06
LEAF Charter School,In Person,1,69,Alstead,NH,2022-11-06
Windham Academy Public Charter School,In Person,1,167,Windham,NH,2022-11-06
Governor Wentworth Reg School District,In Person,8,2306,Wolfeboro,NH,2022-11-06
Henniker School District,In Person,1,426,Henniker,NH,2022-11-06
Hillsboro Deering Coop School District,In Person,3,1126,Hillsboro,NH,2022-11-06
Hinsdale School District,In Person,3,533,Hinsdale,NH,2022-11-06
Hopkinton School District,In Person,4,997,Contoocook,NH,2022-11-06
Hudson School District,In Person,6,3197,Hudson,NH,2022-11-06
Jaffrey-Rindge Coop School District,In Person,4,1404,Jaffrey,NH,2022-11-06
Kearsarge Regional School District,In Person,7,1700,New London,NH,2022-11-06
Cresthaven Academy Charter School,In Person,1,310,Plainfield,NJ,2022-11-06
Hudson Arts and Science Charter School,In Person,1,814,Kearny,NJ,2022-11-06
College Achieve Greater Asbury Park Charter School,In Person,1,302,Neptune,NJ,2022-11-06
Achieve Community Charter School,In Person,1,317,Newark,NJ,2022-11-06
College Achieve Paterson Charter School,In Person,1,755,Paterson,NJ,2022-11-06
Middlesex County STEM Charter School,In Person,1,184,Perth Amboy,NJ,2022-11-06
Alpha Borough School District,In Person,1,211,Alpha,NJ,2022-11-06
Alpine School District,In Person,1,157,Alpine,NJ,2022-11-06
Andover Regional School District,In Person,2,452,Newton,NJ,2022-11-06
Asbury Park School District,In Person,4,1951,Asbury Park,NJ,2022-11-06
Atlantic City School District,In Person,11,6921,Atlantic City,NJ,2022-11-06
Audubon Public School District,In Person,3,1491,Audubon,NJ,2022-11-06
Barrington School District,In Person,2,598,Barrington,NJ,2022-11-06
Bayonne School District,In Person,13,9987,Bayonne,NJ,2022-11-06
Beach Haven School District,In Person,1,60,Beach Haven,NJ,2022-11-06
Bedminster Township Public School District,In Person,1,522,Bedminster,NJ,2022-11-06
Belleville Public School District,In Person,11,4561,Belleville,NJ,2022-11-06
Bellmawr Public School District,In Person,3,1225,Bellmawr,NJ,2022-11-06
Belmar Elementary School District,In Person,1,498,Belmar,NJ,2022-11-06
